service,page_kind,priority,risk,action,editor_status,cms_override,cms_override_enabled,slug,target_keyword,url,word_count,unique_word_count,faq_count,image_count,empty_alt_count,unique_alt_count,incoming_internal_links,unique_image_src_count,linked_from_parent,sitemap_included,title_chars,description_chars,nearest_keyword_url,nearest_keyword_similarity,nearest_content_url,nearest_content_similarity,nearest_template_url,nearest_template_similarity,title,h1
"firmenfeiern","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","muelheim-an-der-ruhr","Live Musik Firmenevent Mülheim an der Ruhr","https://kim-marie-borger.com/firmenfeiern/muelheim-an-der-ruhr/","1663","411","8","5","0","2","5","2","false","true","43","137","https://kim-marie-borger.com/firmenfeiern/rhein-ruhr/","0.8","https://kim-marie-borger.com/firmenfeiern/hagen/","0.6351","https://kim-marie-borger.com/firmenfeiern/bielefeld/","0.9279","Eventmusik Mülheim an der Ruhr | Solo-Viola","Live Musik für Firmenevents in Mülheim an der Ruhr, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","muenster","Live Musik Firmenevent Münster","https://kim-marie-borger.com/firmenfeiern/muenster/","1554","409","8","5","0","2","5","2","false","true","54","113","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/aachen/","0.6572","https://kim-marie-borger.com/firmenfeiern/aachen/","0.9485","Live Musik Firmenevent Münster | Live-Viola fürs Event","Live Musik für Firmenevents in Münster, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P2","medium","ok","manual-priority-local-seo-2026-06-22","true","true","neuss","Live Musik Firmenevent Neuss","https://kim-marie-borger.com/firmenfeiern/neuss/","1403","400","8","5","0","2","72","2","true","true","47","139","https://kim-marie-borger.com/firmenfeiern/rhein-kreis-neuss/","0.8","https://kim-marie-borger.com/firmenfeiern/moenchengladbach/","0.6767","https://kim-marie-borger.com/firmenfeiern/hilden/","0.9228","Live Musik Firmenevent Neuss | Viola fürs Event","Live Musik für Firmenevents in Neuss: konkret geplant nach Ort und Ablauf."
"firmenfeiern","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","nordrhein-westfalen","Live Musik Firmenevent Nordrhein-Westfalen","https://kim-marie-borger.com/firmenfeiern/nordrhein-westfalen/","1553","419","8","5","0","2","5","2","false","true","43","137","https://kim-marie-borger.com/firmenfeiern/aachen/","0.6667","https://kim-marie-borger.com/firmenfeiern/rheinland/","0.4896","https://kim-marie-borger.com/firmenfeiern/rheinland/","0.8462","Eventmusik Nordrhein-Westfalen | Solo-Viola","Live Musik für Firmenevents in Nordrhein-Westfalen, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","oberhausen","Live Musik Firmenevent Oberhausen","https://kim-marie-borger.com/firmenfeiern/oberhausen/","1560","409","8","5","0","2","5","2","false","true","57","119","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/aachen/","0.6566","https://kim-marie-borger.com/firmenfeiern/paderborn/","0.9433","Live Musik Firmenevent Oberhausen | Live-Viola fürs Event","Live Musik für Firmenevents in Oberhausen, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P3","high","rewrite-differentiate","rewritten-batch-16-stretched-review-needed","true","true","paderborn","Live Musik Firmenevent Paderborn","https://kim-marie-borger.com/firmenfeiern/paderborn/","1560","410","8","5","0","2","5","2","false","true","56","117","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/aachen/","0.6837","https://kim-marie-borger.com/firmenfeiern/aachen/","0.9531","Live Musik Firmenevent Paderborn | Live-Viola fürs Event","Live Musik für Firmenevents in Paderborn, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P2","high","rewrite-differentiate","manual-priority-local-seo-2026-06-22","true","true","ratingen","Live Musik Firmenevent Ratingen","https://kim-marie-borger.com/firmenfeiern/ratingen/","1381","401","8","5","0","2","72","2","true","true","50","145","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/hilden/","0.6957","https://kim-marie-borger.com/firmenfeiern/moenchengladbach/","0.9459","Live Musik Firmenevent Ratingen | Viola fürs Event","Live Musik für Firmenevents in Ratingen: konkret geplant nach Ort und Ablauf."
"firmenfeiern","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","recklinghausen","Live Musik Firmenevent Recklinghausen","https://kim-marie-borger.com/firmenfeiern/recklinghausen/","1554","409","8","5","0","2","5","2","false","true","38","127","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/aachen/","0.6572","https://kim-marie-borger.com/firmenfeiern/aachen/","0.9548","Eventmusik Recklinghausen | Solo-Viola","Live Musik für Firmenevents in Recklinghausen, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P2","high","rewrite-differentiate","manual-priority-local-seo-2026-06-22","true","true","remscheid","Live Musik Firmenevent Remscheid","https://kim-marie-borger.com/firmenfeiern/remscheid/","1382","405","8","5","0","2","6","2","false","true","51","147","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/erkrath/","0.6906","https://kim-marie-borger.com/firmenfeiern/solingen/","0.9306","Live Musik Firmenevent Remscheid | Viola fürs Event","Live Musik für Firmenevents in Remscheid: konkret geplant nach Ort und Ablauf."
"firmenfeiern","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","rhein-kreis-neuss","Live Musik Firmenevent Rhein-Kreis Neuss","https://kim-marie-borger.com/firmenfeiern/rhein-kreis-neuss/","1615","423","8","5","0","2","5","2","false","true","41","133","https://kim-marie-borger.com/firmenfeiern/neuss/","0.8","https://kim-marie-borger.com/firmenfeiern/kreis-mettmann/","0.5546","https://kim-marie-borger.com/firmenfeiern/kreis-mettmann/","0.9058","Eventmusik Rhein-Kreis Neuss | Solo-Viola","Live Musik für Firmenevents im Rhein-Kreis Neuss, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","rhein-ruhr","Live Musik Firmenevent Rhein-Ruhr","https://kim-marie-borger.com/firmenfeiern/rhein-ruhr/","1638","407","8","5","0","2","26","2","false","true","57","130","https://kim-marie-borger.com/firmenfeiern/monheim-am-rhein/","0.8","https://kim-marie-borger.com/firmenfeiern/rheinland/","0.5682","https://kim-marie-borger.com/firmenfeiern/rheinland/","0.8955","Live Musik Firmenevent Rhein-Ruhr | Live-Viola fürs Event","Live Musik für Firmenevents in der Region Rhein-Ruhr, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","rheinland","Live Musik Firmenevent Rheinland","https://kim-marie-borger.com/firmenfeiern/rheinland/","1536","421","8","5","0","2","27","2","false","true","56","117","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/bergisches-land/","0.6112","https://kim-marie-borger.com/firmenfeiern/ruhrgebiet/","0.9325","Live Musik Firmenevent Rheinland | Live-Viola fürs Event","Live Musik für Firmenevents im Rheinland, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P3","low","ok","manual-indexing-strengthened-2026-07-29","true","true","ruhrgebiet","Live Musik Firmenevent Ruhrgebiet","https://kim-marie-borger.com/firmenfeiern/ruhrgebiet/","1555","422","8","5","0","2","5","2","false","true","57","119","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/rheinland/","0.6075","https://kim-marie-borger.com/firmenfeiern/rheinland/","0.9325","Live Musik Firmenevent Ruhrgebiet | Live-Viola fürs Event","Live Musik für Firmenevents im Ruhrgebiet, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","siegen","Live Musik Firmenevent Siegen","https://kim-marie-borger.com/firmenfeiern/siegen/","1587","410","8","5","0","2","5","2","false","true","53","111","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/hagen/","0.6452","https://kim-marie-borger.com/firmenfeiern/hagen/","0.9317","Live Musik Firmenevent Siegen | Live-Viola fürs Event","Live Musik für Firmenevents in Siegen, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P2","high","rewrite-differentiate","manual-priority-local-seo-2026-06-22","true","true","solingen","Live Musik Firmenevent Solingen","https://kim-marie-borger.com/firmenfeiern/solingen/","1382","405","8","5","0","2","6","2","false","true","50","145","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/mettmann/","0.6949","https://kim-marie-borger.com/firmenfeiern/remscheid/","0.9306","Live Musik Firmenevent Solingen | Viola fürs Event","Live Musik für Firmenevents in Solingen: konkret geplant nach Ort und Ablauf."
"firmenfeiern","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","unna","Live Musik Firmenevent Unna","https://kim-marie-borger.com/firmenfeiern/unna/","1558","416","8","5","0","2","5","2","false","true","51","107","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/bottrop/","0.6488","https://kim-marie-borger.com/firmenfeiern/bottrop/","0.9406","Live Musik Firmenevent Unna | Live-Viola fürs Event","Live Musik für Firmenevents in Unna, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","velbert","Live Musik Firmenevent Velbert","https://kim-marie-borger.com/firmenfeiern/velbert/","1552","416","8","5","0","2","5","2","false","true","54","113","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/bottrop/","0.65","https://kim-marie-borger.com/firmenfeiern/heiligenhaus/","0.9486","Live Musik Firmenevent Velbert | Live-Viola fürs Event","Live Musik für Firmenevents in Velbert, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","wuelfrath","Live Musik Firmenevent Wülfrath","https://kim-marie-borger.com/firmenfeiern/wuelfrath/","1560","409","8","5","0","2","5","2","false","true","55","115","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/hagen/","0.6513","https://kim-marie-borger.com/firmenfeiern/hagen/","0.943","Live Musik Firmenevent Wülfrath | Live-Viola fürs Event","Live Musik für Firmenevents in Wülfrath, die hochwertig wirkt und Gespräche lässt."
"firmenfeiern","local","P1","low","ok","manual-human-editorial-final-2026-07-29","true","true","wuppertal","Live Musik Firmenevent Wuppertal","https://kim-marie-borger.com/firmenfeiern/wuppertal/","1312","399","8","5","0","2","74","2","true","true","51","147","https://kim-marie-borger.com/firmenfeiern/aachen/","0.75","https://kim-marie-borger.com/firmenfeiern/koeln/","0.597","https://kim-marie-borger.com/firmenfeiern/koeln/","0.8929","Live Musik Firmenevent Wuppertal | Viola fürs Event","Live-Musik für Firmenevents in Wuppertal mit klarem Ablauf."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","dinnermusik-firmenevent","Dinnermusik Firmenevent","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","1231","410","10","5","0","2","70","2","true","true","49","123","https://kim-marie-borger.com/firmenfeiern/empfangsmusik-firmenevent/","0.5","https://kim-marie-borger.com/firmenfeiern/viola-firmenevent/","0.5395","https://kim-marie-borger.com/firmenfeiern/viola-firmenevent/","0.8171","Dinnermusik Firmenevent | Live-Viola für Business","Dinnermusik für Firmenevents mit Live-Viola."
"firmenfeiern","topic","P2","low","ok","manual-indexing-strengthened-2026-07-29","true","true","empfangsmusik-firmenevent","Empfangsmusik Firmenevent","https://kim-marie-borger.com/firmenfeiern/empfangsmusik-firmenevent/","1272","418","10","5","0","2","70","2","true","true","51","125","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.5","https://kim-marie-borger.com/firmenfeiern/musik-produktpraesentation/","0.4902","https://kim-marie-borger.com/firmenfeiern/musik-gala/","0.7891","Empfangsmusik Firmenevent | Live-Viola für Business","Empfangsmusik für Firmenevents und Business-Gäste."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","eventmusikerin","Eventmusikerin","https://kim-marie-borger.com/firmenfeiern/eventmusikerin/","1260","391","9","5","0","2","50","2","false","true","40","114","","0","https://kim-marie-borger.com/firmenfeiern/musik-networking-event/","0.5427","https://kim-marie-borger.com/firmenfeiern/musikerin-firmenevent/","0.8396","Eventmusikerin | Live-Viola für Business","Eventmusikerin für Business-Events mit Viola."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","geige-firmenevent","Geige Firmenevent","https://kim-marie-borger.com/firmenfeiern/geige-firmenevent/","1280","406","10","5","0","2","50","2","false","true","43","117","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.5","https://kim-marie-borger.com/firmenfeiern/musikerin-firmenevent/","0.5395","https://kim-marie-borger.com/firmenfeiern/musikerin-firmenevent/","0.8341","Geige Firmenevent | Live-Viola für Business","Geige oder Viola für Firmenevents."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","hintergrundmusik-firmenevent","Hintergrundmusik Firmenevent","https://kim-marie-borger.com/firmenfeiern/hintergrundmusik-firmenevent/","1204","401","10","5","0","2","1","2","false","true","54","128","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.5","https://kim-marie-borger.com/firmenfeiern/instrumentalmusik-firmenevent/","0.5412","https://kim-marie-borger.com/firmenfeiern/musik-firmenempfang/","0.7945","Hintergrundmusik Firmenevent | Live-Viola für Business","Hintergrundmusik für Firmenevents, die nicht beliebig klingt."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","instrumentalmusik-firmenevent","Instrumentalmusik Firmenevent","https://kim-marie-borger.com/firmenfeiern/instrumentalmusik-firmenevent/","1234","394","9","5","0","2","1","2","false","true","55","129","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.5","https://kim-marie-borger.com/firmenfeiern/musik-gala/","0.5785","https://kim-marie-borger.com/firmenfeiern/streichmusik-firmenevent/","0.8199","Instrumentalmusik Firmenevent | Live-Viola für Business","Instrumentalmusik für Firmenevents mit Solo-Viola."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","live-musik-firmenevent","Live Musik Firmenevent","https://kim-marie-borger.com/firmenfeiern/live-musik-firmenevent/","1274","408","10","5","0","2","70","2","true","true","48","122","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.4","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.5033","https://kim-marie-borger.com/firmenfeiern/musikerin-firmenevent/","0.8074","Live Musik Firmenevent | Live-Viola für Business","Live Musik für Firmenevents mit eleganter Viola."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-business-event","Musik Business Event","https://kim-marie-borger.com/firmenfeiern/musik-business-event/","1309","402","10","5","0","2","1","2","false","true","46","120","https://kim-marie-borger.com/firmenfeiern/musik-networking-event/","0.6667","https://kim-marie-borger.com/firmenfeiern/musik-gala/","0.5174","https://kim-marie-borger.com/firmenfeiern/eventmusikerin/","0.8066","Musik Business Event | Live-Viola für Business","Musik für Business-Events mit professioneller Wirkung."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-eroeffnung","Musik Eröffnung","https://kim-marie-borger.com/firmenfeiern/musik-eroeffnung/","1296","406","10","5","0","2","1","2","false","true","41","115","https://kim-marie-borger.com/firmenfeiern/musik-firmenempfang/","0.5","https://kim-marie-borger.com/firmenfeiern/musik-kundenempfang/","0.572","https://kim-marie-borger.com/firmenfeiern/musik-kundenempfang/","0.8245","Musik Eröffnung | Live-Viola für Business","Musik für Eröffnungen mit Live-Viola."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-firmenempfang","Musik Firmenempfang","https://kim-marie-borger.com/firmenfeiern/musik-firmenempfang/","1277","416","10","5","0","2","1","2","false","true","45","119","https://kim-marie-borger.com/firmenfeiern/musik-eroeffnung/","0.5","https://kim-marie-borger.com/firmenfeiern/musik-networking-event/","0.5246","https://kim-marie-borger.com/firmenfeiern/musik-networking-event/","0.8142","Musik Firmenempfang | Live-Viola für Business","Musik für Firmenempfänge und repräsentative Gäste."
"firmenfeiern","topic","P2","low","ok","manual-merge-candidate-reviewed-2026-07-29","true","true","musik-firmenfeier","Musik Firmenfeier","https://kim-marie-borger.com/firmenfeiern/musik-firmenfeier/","1282","396","10","5","0","2","57","2","false","true","43","117","https://kim-marie-borger.com/firmenfeiern/musik-eroeffnung/","0.5","https://kim-marie-borger.com/firmenfeiern/streichmusik-firmenevent/","0.4981","https://kim-marie-borger.com/firmenfeiern/musik-jubilaeum/","0.7987","Musik Firmenfeier | Live-Viola für Business","Musik für Firmenfeiern mit Stil und Gesprächsraum."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-gala","Musik Gala","https://kim-marie-borger.com/firmenfeiern/musik-gala/","1244","398","9","5","0","2","70","2","true","true","36","110","https://kim-marie-borger.com/firmenfeiern/musik-eroeffnung/","0.5","https://kim-marie-borger.com/firmenfeiern/instrumentalmusik-firmenevent/","0.5785","https://kim-marie-borger.com/firmenfeiern/musik-kundenempfang/","0.8228","Musik Gala | Live-Viola für Business","Musik für Gala, Empfang und festlichen Abend."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-jubilaeum","Musik Jubiläum","https://kim-marie-borger.com/firmenfeiern/musik-jubilaeum/","1311","421","10","5","0","2","70","2","true","true","40","114","https://kim-marie-borger.com/firmenfeiern/musik-eroeffnung/","0.5","https://kim-marie-borger.com/firmenfeiern/musik-produktpraesentation/","0.5812","https://kim-marie-borger.com/firmenfeiern/musik-produktpraesentation/","0.8115","Musik Jubiläum | Live-Viola für Business","Musik für Firmenjubiläum und besondere Meilensteine."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-kundenempfang","Musik Kundenempfang","https://kim-marie-borger.com/firmenfeiern/musik-kundenempfang/","1263","403","10","5","0","2","1","2","false","true","45","119","https://kim-marie-borger.com/firmenfeiern/musik-eroeffnung/","0.5","https://kim-marie-borger.com/firmenfeiern/musik-eroeffnung/","0.572","https://kim-marie-borger.com/firmenfeiern/musik-eroeffnung/","0.8245","Musik Kundenempfang | Live-Viola für Business","Musik für Kundenempfang und Geschäftspartner."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-messe","Musik Messe","https://kim-marie-borger.com/firmenfeiern/musik-messe/","1451","463","10","5","0","2","70","2","true","true","37","111","https://kim-marie-borger.com/firmenfeiern/musik-eroeffnung/","0.5","https://kim-marie-borger.com/firmenfeiern/musik-kundenempfang/","0.4449","https://kim-marie-borger.com/firmenfeiern/musik-kundenempfang/","0.7546","Musik Messe | Live-Viola für Business","Musik für Messe, Messestand und Kundenkontakt."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-networking-event","Musik Networking Event","https://kim-marie-borger.com/firmenfeiern/musik-networking-event/","1269","403","9","5","0","2","70","2","true","true","48","122","https://kim-marie-borger.com/firmenfeiern/musik-business-event/","0.6667","https://kim-marie-borger.com/firmenfeiern/eventmusikerin/","0.5427","https://kim-marie-borger.com/firmenfeiern/musik-firmenempfang/","0.8142","Musik Networking Event | Live-Viola für Business","Musik für Networking-Events, bei denen Gespräche zählen."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-produktpraesentation","Musik Produktpräsentation","https://kim-marie-borger.com/firmenfeiern/musik-produktpraesentation/","1319","414","10","5","0","2","70","2","true","true","51","125","https://kim-marie-borger.com/firmenfeiern/musik-eroeffnung/","0.5","https://kim-marie-borger.com/firmenfeiern/musik-jubilaeum/","0.5812","https://kim-marie-borger.com/firmenfeiern/musik-jubilaeum/","0.8115","Musik Produktpräsentation | Live-Viola für Business","Musik für Produktpräsentationen und Launch-Events."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musikerin-firmenevent","Musikerin Firmenevent","https://kim-marie-borger.com/firmenfeiern/musikerin-firmenevent/","1207","382","10","5","0","2","1","2","false","true","47","121","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.5","https://kim-marie-borger.com/firmenfeiern/geige-firmenevent/","0.5395","https://kim-marie-borger.com/firmenfeiern/eventmusikerin/","0.8396","Musikerin Firmenevent | Live-Viola für Business","Musikerin für Firmenevents, Empfang und Dinner."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","streichmusik-firmenevent","Streichmusik Firmenevent","https://kim-marie-borger.com/firmenfeiern/streichmusik-firmenevent/","1304","400","10","5","0","2","1","2","false","true","50","124","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.5","https://kim-marie-borger.com/firmenfeiern/instrumentalmusik-firmenevent/","0.5215","https://kim-marie-borger.com/firmenfeiern/instrumentalmusik-firmenevent/","0.8199","Streichmusik Firmenevent | Live-Viola für Business","Streichmusik für Firmenevents mit Solo-Viola."
"firmenfeiern","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","viola-firmenevent","Viola Firmenevent","https://kim-marie-borger.com/firmenfeiern/viola-firmenevent/","1216","393","9","5","0","2","1","2","false","true","43","117","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.5","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.5395","https://kim-marie-borger.com/firmenfeiern/dinnermusik-firmenevent/","0.8171","Viola Firmenevent | Live-Viola für Business","Viola für Firmenevents mit warmem Live-Klang."
"geburtstage","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","aachen","Live Musik Geburtstag Aachen","https://kim-marie-borger.com/geburtstage/aachen/","1370","425","8","5","0","3","6","3","false","true","47","119","https://kim-marie-borger.com/geburtstage/bielefeld/","0.75","https://kim-marie-borger.com/geburtstage/paderborn/","0.6782","https://kim-marie-borger.com/geburtstage/paderborn/","0.9547","Live Musik Geburtstag Aachen | Viola für Feiern","Live Musik zum Geburtstag in Aachen, die persönlich bleibt."
"geburtstage","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","bergisch-gladbach","Live Musik Geburtstag Bergisch Gladbach","https://kim-marie-borger.com/geburtstage/bergisch-gladbach/","1413","430","8","5","0","3","7","3","false","true","58","141","https://kim-marie-borger.com/geburtstage/aachen/","0.6667","https://kim-marie-borger.com/geburtstage/haan/","0.6494","https://kim-marie-borger.com/geburtstage/langenfeld/","0.9341","Live Musik Geburtstag Bergisch Gladbach | Viola für Feiern","Live Musik zum Geburtstag in Bergisch Gladbach, die persönlich bleibt."
"geburtstage","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","bergisches-land","Live Musik Geburtstag Bergisches Land","https://kim-marie-borger.com/geburtstage/bergisches-land/","1385","434","8","5","0","3","23","3","false","true","56","137","https://kim-marie-borger.com/geburtstage/aachen/","0.6667","https://kim-marie-borger.com/geburtstage/rheinland/","0.6018","https://kim-marie-borger.com/geburtstage/rheinland/","0.8996","Live Musik Geburtstag Bergisches Land | Viola für Feiern","Live Musik zum Geburtstag im Bergischen Land, die persönlich bleibt."
"geburtstage","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","bielefeld","Live Musik Geburtstag Bielefeld","https://kim-marie-borger.com/geburtstage/bielefeld/","1386","430","8","5","0","3","6","3","false","true","50","125","https://kim-marie-borger.com/geburtstage/aachen/","0.75","https://kim-marie-borger.com/geburtstage/haan/","0.6602","https://kim-marie-borger.com/geburtstage/muenster/","0.9469","Live Musik Geburtstag Bielefeld | Viola für Feiern","Live Musik zum Geburtstag in Bielefeld, die persönlich bleibt."
"geburtstage","local","P2","high","rewrite-differentiate","manual-priority-local-seo-2026-06-22","true","true","bochum","Live Musik Geburtstag Bochum","https://kim-marie-borger.com/geburtstage/bochum/","1245","418","8","5","0","3","6","3","false","true","47","141","https://kim-marie-borger.com/geburtstage/aachen/","0.75","https://kim-marie-borger.com/geburtstage/moenchengladbach/","0.6808","https://kim-marie-borger.com/geburtstage/essen/","0.9312","Live Musik Geburtstag Bochum | Viola für Feiern","Live Musik zum Geburtstag in Bochum: konkret geplant nach Ort und Ablauf."
"geburtstage","local","P3","low","ok","manual-indexing-strengthened-2026-07-29","true","true","bonn","Live Musik Geburtstag Bonn","https://kim-marie-borger.com/geburtstage/bonn/","1395","430","8","5","0","3","6","3","false","true","45","115","https://kim-marie-borger.com/geburtstage/aachen/","0.75","https://kim-marie-borger.com/geburtstage/krefeld/","0.6345","https://kim-marie-borger.com/geburtstage/krefeld/","0.9307","Live Musik Geburtstag Bonn | Viola für Feiern","Live Musik zum Geburtstag in Bonn, die persönlich bleibt."
"geburtstage","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","bottrop","Live Musik Geburtstag Bottrop","https://kim-marie-borger.com/geburtstage/bottrop/","1370","425","8","5","0","3","6","3","false","true","48","121","https://kim-marie-borger.com/geburtstage/aachen/","0.75","https://kim-marie-borger.com/geburtstage/aachen/","0.6534","https://kim-marie-borger.com/geburtstage/aachen/","0.9443","Live Musik Geburtstag Bottrop | Viola für Feiern","Live Musik zum Geburtstag in Bottrop, die persönlich bleibt."
"geburtstage","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","dormagen","Live Musik Geburtstag Dormagen","https://kim-marie-borger.com/geburtstage/dormagen/","1370","425","8","5","0","3","6","3","false","true","49","123","https://kim-marie-borger.com/geburtstage/aachen/","0.75","https://kim-marie-borger.com/geburtstage/aachen/","0.6534","https://kim-marie-borger.com/geburtstage/aachen/","0.9443","Live Musik Geburtstag Dormagen | Viola für Feiern","Live Musik zum Geburtstag in Dormagen, die persönlich bleibt."
"geburtstage","local","P2","high","rewrite-differentiate","manual-priority-local-seo-2026-06-22","true","true","dortmund","Live Musik Geburtstag Dortmund","https://kim-marie-borger.com/geburtstage/dortmund/","1236","419","8","5","0","3","68","3","true","true","49","145","https://kim-marie-borger.com/geburtstage/aachen/","0.75","https://kim-marie-borger.com/geburtstage/essen/","0.6804","https://kim-marie-borger.com/geburtstage/moenchengladbach/","0.9285","Live Musik Geburtstag Dortmund | Viola für Feiern","Live Musik zum Geburtstag in Dortmund: konkret geplant nach Ort und Ablauf."
"geburtstage","local","P1","low","ok","manual-human-editorial-final-2026-07-29","true","true","duesseldorf","Live Musik Geburtstag Düsseldorf","https://kim-marie-borger.com/geburtstage/duesseldorf/","1184","419","8","5","0","3","136","3","true","true","51","149","https://kim-marie-borger.com/geburtstage/aachen/","0.75","https://kim-marie-borger.com/geburtstage/wuppertal/","0.5842","https://kim-marie-borger.com/geburtstage/wuppertal/","0.8828","Live Musik Geburtstag Düsseldorf | Viola für Feiern","Live-Musik zum Geburtstag in Düsseldorf — persönlich statt beliebig."
